Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Iñaki Peña,es ESP,GK,Barcelona,es La Liga,25-262,1999,7.5,1,0.13,1,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
Ilyes Housni,fr FRA,FW,Le Havre,fr Ligue 1,19-189,2005,1.6,4,2.55,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Illia Zabarnyi,ua UKR,DF,Bournemouth,eng Premier League,22-079,2002,11.0,10,0.91,8,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,34-026,1990,7.0,27,3.88,22,2,3,0,0,0,2,0.29,2,0,0,0,0,0,Matches
Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,24-258,2000,9.0,24,2.68,20,0,1,0,3,0,3,0.34,3,0,0,0,0,0,Matches
Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,20-217,2004,6.5,29,4.38,17,0,5,1,6,0,1,0.15,0,0,0,0,1,0,Matches
Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,21-305,2003,4.8,10,2.08,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Iker Muñoz,es ESP,MF,Osasuna,es La Liga,22-014,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Iker Losada,es ESP,"MF,FW",Betis,es La Liga,23-110,2001,2.7,8,2.95,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Iker Bravo,es ESP,"FW,MF",Udinese,it Serie A,19-311,2005,2.2,9,4.05,7,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,22-101,2002,0.4,1,2.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Iker Almena,es ESP,"FW,DF",Girona,es La Liga,20-199,2004,0.5,3,5.63,2,0,1,0,0,0,2,3.75,1,0,1,0,0,0,Matches
Igor Zubeldia,es ESP,DF,Real Sociedad,es La Liga,27-234,1997,10.4,8,0.77,8,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21-233,2003,2.2,6,2.77,3,1,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Igor,br BRA,DF,Brighton,eng Premier League,26-286,1998,5.3,2,0.38,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ignatius Ganago,cm CMR,FW,Nantes,fr Ligue 1,25-277,1999,1.4,6,4.32,4,0,1,1,0,0,1,0.72,1,0,0,0,0,0,Matches
Ignace Van Der Brempt,be BEL,DF,Como,it Serie A,22-232,2002,4.4,8,1.81,7,0,0,0,1,0,1,0.23,1,0,0,0,0,0,Matches
Iglesias,es ESP,DF,Getafe,es La Liga,26-139,1998,10.5,27,2.58,14,9,3,0,1,0,1,0.10,0,1,0,0,0,0,Matches
Ifechukwu Ogbus,ch SUI,DF,Freiburg,de Bundesliga,18-338,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,35-054,1989,8.2,15,1.84,12,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
Ibrahima Wadji,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,29-198,1995,0.7,4,6.10,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Ibrahima Sissoko,ml MLI,"MF,DF",Bochum,de Bundesliga,27-023,1997,9.2,24,2.60,18,0,1,0,2,3,2,0.22,1,0,0,0,1,0,Matches
Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,25-253,1999,5.1,11,2.16,6,0,1,1,3,0,2,0.39,1,0,0,0,1,0,Matches
Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25-178,1999,9.8,7,0.71,5,0,0,2,0,0,1,0.10,1,0,0,0,0,0,Matches
Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-181,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,28-358,1995,6.8,18,2.65,8,0,1,3,4,2,1,0.15,1,0,0,0,0,0,Matches
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26-353,1997,2.4,4,1.70,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,23-081,2001,3.4,11,3.28,8,0,2,1,0,0,2,0.60,1,0,0,1,0,0,Matches
Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,16-300,2008,1.0,1,1.03,1,0,0,0,0,0,1,1.03,1,0,0,0,0,0,Matches
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22-254,2002,1.8,16,8.94,12,2,1,0,0,1,4,2.24,4,0,0,0,0,0,Matches
Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,37-110,1987,9.9,27,2.73,23,1,1,1,1,0,6,0.61,4,0,0,1,1,0,Matches
Hwang Hee-chan,kr KOR,"FW,MF",Wolves,eng Premier League,28-298,1996,2.8,5,1.75,5,0,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,20-336,2003,6.2,16,2.58,12,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hugo Novoa,es ESP,"DF,FW",Alavés,es La Liga,21-323,2003,2.5,5,2.03,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-173,1998,8.0,9,1.13,8,1,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20-145,2004,8.3,14,1.68,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Hugo Guillamón,es ESP,MF,Valencia,es La Liga,24-293,2000,3.5,4,1.15,4,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22-152,2002,7.5,26,3.47,15,0,4,5,2,0,4,0.53,3,0,1,0,0,0,Matches
Hugo Duro,es ESP,FW,Valencia,es La Liga,25-009,1999,7.8,10,1.28,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21-140,2003,10.1,27,2.67,22,0,3,2,0,0,4,0.40,3,0,1,0,0,0,Matches
Hong Hyunseok,kr KOR,MF,Mainz 05,de Bundesliga,25-156,1999,2.9,11,3.79,9,0,0,2,0,0,2,0.69,1,0,0,1,0,0,Matches
Honest Ahanor,it ITA,DF,Genoa,it Serie A,16-270,2008,0.9,2,2.12,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Himad Abdelli,dz ALG,"MF,FW",Angers,fr Ligue 1,25-002,1999,10.8,32,2.96,27,1,2,1,1,0,2,0.19,1,0,1,0,0,0,Matches
Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,25-057,1999,7.0,17,2.43,15,0,0,0,1,1,1,0.14,1,0,0,0,0,0,Matches
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,24-327,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hernani,br BRA,MF,Parma,it Serie A,30-237,1994,4.5,17,3.77,14,3,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35-303,1989,10.6,32,3.03,32,0,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches
Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,21-002,2003,0.7,3,4.29,3,0,0,0,0,0,1,1.43,1,0,0,0,0,0,Matches
Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,25-077,1999,1.6,2,1.29,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Héctor Fort,es ESP,DF,Barcelona,es La Liga,18-109,2006,2.1,4,1.87,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Héctor Bellerín,es ESP,DF,Betis,es La Liga,29-245,1995,5.8,11,1.89,10,0,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Hauke Wahl,de GER,DF,St. Pauli,de Bundesliga,30-218,1994,10.0,11,1.10,8,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
Hassane Kamara,ci CIV,DF,Udinese,it Serie A,30-259,1994,6.6,22,3.35,17,1,0,0,1,3,4,0.61,2,0,0,0,1,1,Matches
Harvey Elliott,eng ENG,FW,Liverpool,eng Premier League,21-229,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26-346,1997,5.5,20,3.63,13,1,2,1,3,0,3,0.54,2,0,1,0,0,0,Matches
Harry Winks,eng ENG,MF,Leicester City,eng Premier League,28-291,1996,9.5,26,2.74,19,7,0,0,0,0,3,0.32,2,1,0,0,0,0,Matches
Harry Wilson,wls WAL,"FW,MF",Fulham,eng Premier League,27-242,1997,0.9,2,2.25,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,29-092,1995,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31-259,1993,2.7,3,1.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31-114,1993,9.3,40,4.29,25,1,4,7,3,0,12,1.29,7,0,1,2,2,0,Matches
Harry Clarke,eng ENG,DF,Ipswich Town,eng Premier League,23-262,2001,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29-297,1995,0.7,1,1.48,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,17-305,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Haris Tabakovic,ba BIH,"FW,MF",Hoffenheim,de Bundesliga,30-152,1994,1.6,2,1.25,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,30-296,1994,6.0,4,0.66,4,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Hans Nicolussi Caviglia,it ITA,MF,Venezia,it Serie A,24-154,2000,7.1,17,2.39,12,4,1,0,0,0,1,0.14,0,1,0,0,0,0,Matches
Hans Hateboer,nl NED,"DF,MF",Rennes,fr Ligue 1,30-315,1994,6.3,16,2.53,15,0,0,1,0,0,1,0.16,1,0,0,0,0,0,Matches
Hamzat Ojediran,ng NGA,MF,Lens,fr Ligue 1,21-005,2003,2.2,8,3.69,5,0,0,3,0,0,2,0.92,0,0,0,2,0,0,Matches
Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25-231,1999,5.8,22,3.79,15,4,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,27-049,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hamed Junior Traorè,ci CIV,MF,Auxerre,fr Ligue 1,24-277,2000,8.2,24,2.93,11,2,2,3,5,1,4,0.49,1,0,2,0,1,0,Matches
Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,32-297,1992,3.5,3,0.87,3,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
Hákon Arnar Haraldsson,is ISL,MF,Lille,fr Ligue 1,21-223,2003,1.9,5,2.68,4,0,0,0,1,0,1,0.54,1,0,0,0,0,0,Matches
Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,30-285,1994,6.3,33,5.21,26,4,0,1,0,2,2,0.32,2,0,0,0,0,0,Matches
Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20-321,2004,10.3,18,1.75,14,0,0,1,3,0,3,0.29,2,0,0,0,1,0,Matches
Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,20-218,2004,2.6,8,3.08,6,1,0,1,0,0,1,0.38,1,0,0,0,0,0,Matches
Gustav Isaksen,dk DEN,FW,Lazio,it Serie A,23-214,2001,7.1,21,2.96,12,3,2,1,3,0,4,0.56,3,0,1,0,0,0,Matches
Guimissongui Ouattara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,19-028,2005,0.2,2,8.18,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-197,1994,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19-253,2005,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30-221,1994,8.9,7,0.79,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,28-043,1996,11.0,3,0.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,22-033,2002,10.0,15,1.50,9,1,1,2,1,1,2,0.20,2,0,0,0,0,0,Matches
Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29-315,1995,1.9,2,1.03,1,1,0,0,0,0,1,0.52,1,0,0,0,0,0,Matches
Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,26-294,1998,4.8,7,1.47,6,1,0,0,0,0,2,0.42,1,1,0,0,0,0,Matches
Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,26-349,1997,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21-122,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Granit Xhaka,ch SUI,MF,Leverkusen,de Bundesliga,32-053,1992,10.0,47,4.70,46,1,0,0,0,0,6,0.60,5,1,0,0,0,0,Matches
Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,20-110,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,28-068,1996,7.5,9,1.20,6,1,0,2,0,0,1,0.13,1,0,0,0,0,0,Matches
Gonzalo Montiel,ar ARG,"MF,DF",Sevilla,es La Liga,27-323,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23-152,2001,0.2,1,4.74,1,0,0,0,0,0,1,4.74,1,0,0,0,0,0,Matches
Gonçalo Guedes,pt POR,"FW,MF",Wolves,eng Premier League,27-356,1996,1.4,5,3.49,5,0,0,0,0,0,1,0.70,1,0,0,0,0,0,Matches
Glen Kamara,fi FIN,MF,Rennes,fr Ligue 1,29-022,1995,6.5,19,2.94,18,0,0,0,0,1,2,0.31,2,0,0,0,0,0,Matches
Gleison Bremer,br BRA,DF,Juventus,it Serie A,27-246,1997,6.0,3,0.50,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Giuseppe Pezzella,it ITA,"DF,FW",Empoli,it Serie A,26-356,1997,9.3,15,1.61,8,6,0,0,1,0,1,0.11,1,0,0,0,0,0,Matches
Giuliano Simeone,ar ARG,"MF,DF",Atlético Madrid,es La Liga,21-337,2002,3.2,5,1.55,5,0,0,0,0,0,2,0.62,2,0,0,0,0,0,Matches
Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29-137,1995,2.4,7,2.97,5,0,0,1,1,0,1,0.42,0,0,0,1,0,0,Matches
Giovanni Leoni,it ITA,DF,Parma,it Serie A,17-334,2006,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21-310,2003,4.1,5,1.21,1,0,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches
Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,31-107,1993,12.0,30,2.50,27,1,0,1,0,1,3,0.25,2,0,0,1,0,0,Matches
Giovani Lo Celso,ar ARG,MF,Betis,es La Liga,28-224,1996,5.5,41,7.47,29,10,0,0,2,0,3,0.55,3,0,0,0,0,0,Matches
Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28-288,1996,12.0,32,2.67,17,8,3,1,3,0,3,0.25,2,0,1,0,0,0,Matches
Giorgio Altare,it ITA,DF,Venezia,it Serie A,26-102,1998,3.8,4,1.04,2,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-051,2000,11.0,2,0.18,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gio Reyna,us USA,MF,Dortmund,de Bundesliga,22-006,2002,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gift Orban,ng NGA,"FW,DF",Lyon,fr Ligue 1,22-125,2002,2.1,2,0.97,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26-124,1998,5.3,12,2.27,11,1,0,0,0,0,3,0.57,3,0,0,0,0,0,Matches
Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25-268,1999,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gianluca Mancini,it ITA,DF,Roma,it Serie A,28-216,1996,11.1,19,1.71,17,0,0,1,1,0,1,0.09,1,0,0,0,0,0,Matches
Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34-286,1990,2.0,9,4.45,4,0,1,4,0,0,0,0.00,0,0,0,0,0,0,Matches
Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24-198,2000,4.0,15,3.75,11,0,1,2,1,0,1,0.25,1,0,0,0,0,0,Matches
Gianluca Caprari,it ITA,MF,Monza,it Serie A,31-112,1993,4.2,18,4.23,10,5,1,0,1,1,2,0.47,2,0,0,0,0,0,Matches
Gianluca Busio,us USA,MF,Venezia,it Serie A,22-175,2002,7.6,21,2.76,17,0,0,2,2,0,1,0.13,0,0,0,1,0,0,Matches
Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-046,1995,7.4,4,0.54,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24-275,2000,2.7,11,4.07,6,2,2,0,1,0,1,0.37,0,0,0,0,1,0,Matches
Gerrit Holtmann,ph PHI,"DF,FW",Bochum,de Bundesliga,29-239,1995,1.6,1,0.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32-183,1992,11.0,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Germán Valera,es ESP,"MF,FW",Valencia,es La Liga,22-248,2002,0.5,2,4.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32-226,1992,1.3,7,5.48,6,0,0,1,0,0,1,0.78,0,0,0,1,0,0,Matches
Gerard Martín,es ESP,DF,Barcelona,es La Liga,22-323,2002,3.1,7,2.25,7,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
Gerard Gumbau,es ESP,MF,Rayo Vallecano,es La Liga,29-337,1994,4.0,17,4.21,11,5,1,0,0,0,1,0.25,1,0,0,0,0,0,Matches
Georginio Rutter,fr FRA,"FW,MF",Brighton,eng Premier League,22-213,2002,6.7,27,4.02,18,0,3,4,2,0,3,0.45,2,0,1,0,0,0,Matches
Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-019,2000,5.1,17,3.33,14,0,0,2,1,0,2,0.39,1,0,0,0,1,0,Matches
George Ilenikhena,fr FRA,"FW,MF",Monaco,fr Ligue 1,18-095,2006,4.4,8,1.83,6,0,1,0,1,0,1,0.23,1,0,0,0,0,0,Matches
George Hirst,eng ENG,FW,Ipswich Town,eng Premier League,25-278,1999,2.0,6,3.00,5,0,0,1,0,0,2,1.00,1,0,0,1,0,0,Matches
George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,27-080,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,fr Ligue 1,31-278,1993,8.2,8,0.97,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Gavi,es ESP,MF,Barcelona,es La Liga,20-106,2004,0.3,2,7.20,2,0,0,0,0,0,1,3.60,1,0,0,0,0,0,Matches
Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29-124,1995,11.0,5,0.45,5,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27-270,1997,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,31-210,1993,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gastón Pereiro,uy URU,MF,Genoa,it Serie A,29-161,1995,0.3,1,2.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gaetano Oristanio,it ITA,"MF,FW",Venezia,it Serie A,22-052,2002,9.2,38,4.15,20,2,7,3,5,1,5,0.55,2,0,1,0,2,0,Matches
Gaetano Castrovilli,it ITA,"MF,FW",Lazio,it Serie A,27-276,1997,1.4,3,2.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,fr Ligue 1,28-165,1996,7.6,37,4.89,21,11,2,1,0,2,5,0.66,2,2,1,0,0,0,Matches
Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30-200,1994,2.0,2,1.02,1,0,0,1,0,0,1,0.51,1,0,0,0,0,0,Matches
Gaby Jean,fr FRA,DF,Lecce,it Serie A,24-274,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gabriele Zappa,it ITA,DF,Cagliari,it Serie A,24-333,1999,11.5,17,1.48,17,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gabriel Vidovic,hr CRO,MF,Mainz 05,de Bundesliga,20-354,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Gabriel Suazo,cl CHI,"DF,MF",Toulouse,fr Ligue 1,27-102,1997,4.9,17,3.45,10,6,0,0,1,0,1,0.20,1,0,0,0,0,0,Matches
Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27-215,1997,10.6,40,3.77,30,5,2,2,0,1,1,0.09,1,0,0,0,0,0,Matches
Gabriel Osho,ng NGA,DF,Auxerre,fr Ligue 1,26-097,1998,8.1,1,0.12,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,es La Liga,19-124,2005,2.1,6,2.87,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Gabriel Martinelli,br BRA,"MF,FW",Arsenal,eng Premier League,23-154,2001,7.6,21,2.77,18,0,2,1,0,0,2,0.26,2,0,0,0,0,0,Matches
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,26-336,1997,10.6,10,0.94,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Gabriel Jesus,br BRA,"FW,MF",Arsenal,eng Premier League,27-230,1997,1.4,5,3.52,2,0,1,2,0,0,1,0.70,0,0,0,1,0,0,Matches
Gabriel Gudmundsson,se SWE,DF,Lille,fr Ligue 1,25-204,1999,7.7,14,1.81,11,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Gabriel Charpentier,cg CGO,FW,Parma,it Serie A,25-186,1999,2.4,8,3.30,5,0,0,0,2,1,1,0.41,0,0,0,0,1,0,Matches
Gabriel Bares,ch SUI,MF,Montpellier,fr Ligue 1,24-082,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,27-191,1997,1.5,3,2.00,3,0,0,0,0,0,1,0.67,1,0,0,0,0,0,Matches
Fredrik Jensen,fi FIN,"MF,DF",Augsburg,de Bundesliga,27-071,1997,1.3,3,2.31,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,32-107,1992,10.0,3,0.30,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Frederic Guilbert,fr FRA,DF,Lecce,it Serie A,29-331,1994,6.3,11,1.74,9,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,21-310,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Frank Onyeka,ng NGA,MF,Brentford,eng Premier League,26-323,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Frank Onyeka,ng NGA,MF,Augsburg,de Bundesliga,26-323,1998,7.7,13,1.68,13,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
Frank Magri,cm CMR,FW,Toulouse,fr Ligue 1,25-076,1999,3.5,6,1.72,2,0,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
Franco Cervi,ar ARG,DF,Celta Vigo,es La Liga,30-177,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Franco Carboni,it ITA,DF,Venezia,it Serie A,21-229,2003,0.1,2,22.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Franck Honorat,fr FRA,FW,Gladbach,de Bundesliga,28-100,1996,6.2,27,4.35,19,6,0,2,0,0,2,0.32,2,0,0,0,0,0,Matches
Francisco Perez,es ESP,MF,Valencia,es La Liga,22-071,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Francisco Conceição,pt POR,FW,Juventus,it Serie A,21-341,2002,4.2,23,5.45,15,2,4,2,0,0,5,1.18,3,1,1,0,0,0,Matches
Francesco Zampano,it ITA,DF,Venezia,it Serie A,31-050,1993,10.2,11,1.08,8,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Francesco Caputo,it ITA,FW,Empoli,it Serie A,37-105,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Francesco Camarda,it ITA,FW,Milan,it Serie A,16-254,2008,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
